id,material,density_kg_m3,volume_fraction,category,C_MPa,S_MPa,T_MPa,notes
minecraft:dark_oak_fence_gate,wood,192.5,1,wood,8.749546439674024967883025566,6.249816124192172284276902257,3.750085808710319600670778947,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_hanging_sign,wood,23.1,1,wood,1.050298614311912210334310735,0.7502132959370801502387933824,0.4501279775622480901432760295,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_leaves,plant,80.0,1,plant,0.1000284394582773533651724510,0.05001421972913867668258622550,0.05001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_log,wood_log,900.0,1,wood_log,35.00014710064626217257847819,29.99970579870747565484304361,19.99980386580498376989536241,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_planks,wood,770.0,1,wood,35.00014710064626217257847819,25.00024516774377028763079699,15.00034323484127840268311579,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_pressure_plate,wood,42.4,1,wood,1.925057124084298477017975699,1.374900707063773033509527219,0.8247442900432475900010787381,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_sapling,plant,1.0,1,plant,0,0,0,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_shelf,wood,308.0,1,wood,14.00005884025850486903139128,9.999901932902491884947681203,5.999745025546478900863971129,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_sign,wood,38.5,1,wood,1.749517019544772533367329927,1.250355493228466917064655637,0.7502132959370801502387933824,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_slab,wood,385.0,1,wood,17.50007355032313108628923910,12.49963224838434456855380451,7.500171617420639201341557894,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_stairs,wood,577.5,1,wood,26.24961998999715605417226466,18.75042904355159800335389473,11.25025742613095880201233684,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_trapdoor,wood,144.4,1,wood,6.562650165243059301173863157,4.687607260887899500838473684,2.812564356532739700503084210,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_wall_hanging_sign,wood,23.1,1,wood,1.050298614311912210334310735,0.7502132959370801502387933824,0.4501279775622480901432760295,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_wall_sign,wood,30.8,1,wood,1.400398152415882947112414314,1.000284394582773533651724510,0.6001706367496641201910347059,Imported effective values; preserve until issue 1B retuning
minecraft:dark_oak_wood,wood_log,900.0,1,wood_log,35.00014710064626217257847819,29.99970579870747565484304361,19.99980386580498376989536241,Imported effective values; preserve until issue 1B retuning
minecraft:dark_prismarine,stone,2600.0,1,stone,50.00049033548754057526159398,5.000441301938786517735434584,2.499730315481852683606123310,Imported effective values; preserve until issue 1B retuning
minecraft:dark_prismarine_slab,stone,1300.0,1,stone,25.00024516774377028763079699,2.499730315481852683606123310,1.250355493228466917064655637,Imported effective values; preserve until issue 1B retuning
minecraft:dark_prismarine_stairs,stone,1950.0,1,stone,37.49987741612811485618460150,3.750085808710319600670778947,1.875042904355159800335389473,Imported effective values; preserve until issue 1B retuning
minecraft:daylight_detector,utility,2600.0,1,utility,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Imported effective values; preserve until issue 1B retuning
minecraft:dead_brain_coral,coral,1500.0,1,coral,5.000441301938786517735434584,0.5001421972913867668258622550,0.2000568789165547067303449020,Imported effective values; preserve until issue 1B retuning
minecraft:dead_brain_coral_block,coral,1500.0,1,coral,5.000441301938786517735434584,0.5001421972913867668258622550,0.2000568789165547067303449020,Imported effective values; preserve until issue 1B retuning
minecraft:dead_brain_coral_fan,coral,15.0,1,coral,0.05001421972913867668258622550,0.004903354875405752615939826029,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:dead_brain_coral_wall_fan,coral,15.0,1,coral,0.05001421972913867668258622550,0.004903354875405752615939826029,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:dead_bubble_coral,coral,1500.0,1,coral,5.000441301938786517735434584,0.5001421972913867668258622550,0.2000568789165547067303449020,Imported effective values; preserve until issue 1B retuning
minecraft:dead_bubble_coral_block,coral,1500.0,1,coral,5.000441301938786517735434584,0.5001421972913867668258622550,0.2000568789165547067303449020,Imported effective values; preserve until issue 1B retuning
minecraft:dead_bubble_coral_fan,coral,15.0,1,coral,0.05001421972913867668258622550,0.004903354875405752615939826029,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:dead_bubble_coral_wall_fan,coral,15.0,1,coral,0.05001421972913867668258622550,0.004903354875405752615939826029,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:dead_bush,plant,1.0,1,plant,0,0,0,Imported effective values; preserve until issue 1B retuning
minecraft:dead_fire_coral,coral,1500.0,1,coral,5.000441301938786517735434584,0.5001421972913867668258622550,0.2000568789165547067303449020,Imported effective values; preserve until issue 1B retuning
minecraft:dead_fire_coral_block,coral,1500.0,1,coral,5.000441301938786517735434584,0.5001421972913867668258622550,0.2000568789165547067303449020,Imported effective values; preserve until issue 1B retuning
minecraft:dead_fire_coral_fan,coral,15.0,1,coral,0.05001421972913867668258622550,0.004903354875405752615939826029,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:dead_fire_coral_wall_fan,coral,15.0,1,coral,0.05001421972913867668258622550,0.004903354875405752615939826029,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:dead_horn_coral,coral,1500.0,1,coral,5.000441301938786517735434584,0.5001421972913867668258622550,0.2000568789165547067303449020,Imported effective values; preserve until issue 1B retuning
minecraft:dead_horn_coral_block,coral,1500.0,1,coral,5.000441301938786517735434584,0.5001421972913867668258622550,0.2000568789165547067303449020,Imported effective values; preserve until issue 1B retuning
minecraft:dead_horn_coral_fan,coral,15.0,1,coral,0.05001421972913867668258622550,0.004903354875405752615939826029,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:dead_horn_coral_wall_fan,coral,15.0,1,coral,0.05001421972913867668258622550,0.004903354875405752615939826029,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:dead_tube_coral,coral,1500.0,1,coral,5.000441301938786517735434584,0.5001421972913867668258622550,0.2000568789165547067303449020,Imported effective values; preserve until issue 1B retuning
minecraft:dead_tube_coral_block,coral,1500.0,1,coral,5.000441301938786517735434584,0.5001421972913867668258622550,0.2000568789165547067303449020,Imported effective values; preserve until issue 1B retuning
minecraft:dead_tube_coral_fan,coral,15.0,1,coral,0.05001421972913867668258622550,0.004903354875405752615939826029,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:dead_tube_coral_wall_fan,coral,15.0,1,coral,0.05001421972913867668258622550,0.004903354875405752615939826029,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:decorated_pot,utility,260.0,1,utility,2.999872512773239450431985565,0.3000853183748320600955173530,0.1500426591874160300477586765,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate,stone,2800.0,1,stone,80.00019613419501623010463759,8.000313814712025968167420149,4.000156907356012984083710074,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_brick_slab,stone,1400.0,1,stone,39.99960773160996753979072481,4.000156907356012984083710074,1.999588118190465916780261055,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_brick_stairs,stone,2100.0,1,stone,60.00039226839003246020927519,5.999745025546478900863971129,2.999872512773239450431985565,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_brick_wall,stone,1400.0,1,stone,39.99960773160996753979072481,4.000156907356012984083710074,1.999588118190465916780261055,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_bricks,stone,2800.0,1,stone,80.00019613419501623010463759,8.000313814712025968167420149,4.000156907356012984083710074,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_coal_ore,ore,3100.0,1,ore,60.00039226839003246020927519,5.999745025546478900863971129,2.999872512773239450431985565,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_copper_ore,ore,3100.0,1,ore,60.00039226839003246020927519,5.999745025546478900863971129,2.999872512773239450431985565,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_diamond_ore,ore,3100.0,1,ore,60.00039226839003246020927519,5.999745025546478900863971129,2.999872512773239450431985565,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_emerald_ore,ore,3100.0,1,ore,60.00039226839003246020927519,5.999745025546478900863971129,2.999872512773239450431985565,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_gold_ore,ore,3100.0,1,ore,60.00039226839003246020927519,5.999745025546478900863971129,2.999872512773239450431985565,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_iron_ore,ore,3100.0,1,ore,60.00039226839003246020927519,5.999745025546478900863971129,2.999872512773239450431985565,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_lapis_ore,ore,3100.0,1,ore,60.00039226839003246020927519,5.999745025546478900863971129,2.999872512773239450431985565,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_redstone_ore,ore,3100.0,1,ore,60.00039226839003246020927519,5.999745025546478900863971129,2.999872512773239450431985565,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_tile_slab,stone,1400.0,1,stone,39.99960773160996753979072481,4.000156907356012984083710074,1.999588118190465916780261055,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_tile_stairs,stone,2100.0,1,stone,60.00039226839003246020927519,5.999745025546478900863971129,2.999872512773239450431985565,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_tile_wall,stone,1400.0,1,stone,39.99960773160996753979072481,4.000156907356012984083710074,1.999588118190465916780261055,Imported effective values; preserve until issue 1B retuning
minecraft:deepslate_tiles,stone,2800.0,1,stone,80.00019613419501623010463759,8.000313814712025968167420149,4.000156907356012984083710074,Imported effective values; preserve until issue 1B retuning
minecraft:detector_rail,metal,157.4,1,metal,5.000441301938786517735434584,5.000441301938786517735434584,5.000441301938786517735434584,Imported effective values; preserve until issue 1B retuning
minecraft:diamond_block,gem,3510.0,1,gem,60.00039226839003246020927519,9.999901932902491884947681203,5.000441301938786517735434584,Imported effective values; preserve until issue 1B retuning
minecraft:diamond_ore,ore,2900.0,1,ore,39.99960773160996753979072481,4.000156907356012984083710074,1.999588118190465916780261055,Imported effective values; preserve until issue 1B retuning
minecraft:diorite,stone,2800.0,1,stone,50.00049033548754057526159398,5.000441301938786517735434584,2.499730315481852683606123310,Imported effective values; preserve until issue 1B retuning
minecraft:diorite_slab,stone,1400.0,1,stone,25.00024516774377028763079699,2.499730315481852683606123310,1.250355493228466917064655637,Imported effective values; preserve until issue 1B retuning
minecraft:diorite_stairs,stone,2100.0,1,stone,37.49987741612811485618460150,3.750085808710319600670778947,1.875042904355159800335389473,Imported effective values; preserve until issue 1B retuning
minecraft:diorite_wall,stone,1400.0,1,stone,25.00024516774377028763079699,2.499730315481852683606123310,1.250355493228466917064655637,Imported effective values; preserve until issue 1B retuning
minecraft:dirt,soil,1300.0,1,soil,0.3000853183748320600955173530,0.05001421972913867668258622550,0.009806709750811505231879652058,Imported effective values; preserve until issue 1B retuning
minecraft:dirt_path,soil,1400.0,1,soil,0.3000853183748320600955173530,0.05001421972913867668258622550,0.009806709750811505231879652058,Imported effective values; preserve until issue 1B retuning
minecraft:dispenser,utility,2600.0,1,utility,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Imported effective values; preserve until issue 1B retuning
minecraft:dragon_egg,stone,2550.0,1,stone,50.00049033548754057526159398,5.000441301938786517735434584,2.499730315481852683606123310,Imported effective values; preserve until issue 1B retuning
minecraft:dragon_head,organic,76.0,1,organic,0.04020750997832717145070657344,0.01176805170097380627825558247,0.003922683900324602092751860823,Imported effective values; preserve until issue 1B retuning
minecraft:dragon_wall_head,organic,76.0,1,organic,0.04020750997832717145070657344,0.01176805170097380627825558247,0.003922683900324602092751860823,Imported effective values; preserve until issue 1B retuning
minecraft:dried_ghast,organic,240.0,1,organic,1.000284394582773533651724510,0.3000853183748320600955173530,0.1000284394582773533651724510,Imported effective values; preserve until issue 1B retuning
minecraft:dried_kelp_block,organic,400.0,1,organic,1.000284394582773533651724510,0.3000853183748320600955173530,0.1000284394582773533651724510,Imported effective values; preserve until issue 1B retuning
minecraft:dripstone_block,stone,2400.0,1,stone,50.00049033548754057526159398,5.000441301938786517735434584,2.499730315481852683606123310,Imported effective values; preserve until issue 1B retuning
minecraft:dropper,utility,2600.0,1,utility,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Imported effective values; preserve until issue 1B retuning
minecraft:emerald_block,gem,2760.0,1,gem,60.00039226839003246020927519,9.999901932902491884947681203,5.000441301938786517735434584,Imported effective values; preserve until issue 1B retuning
minecraft:emerald_ore,ore,2900.0,1,ore,39.99960773160996753979072481,4.000156907356012984083710074,1.999588118190465916780261055,Imported effective values; preserve until issue 1B retuning
minecraft:enchanting_table,utility,2600.0,1,utility,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Imported effective values; preserve until issue 1B retuning
minecraft:end_gateway,technical,0.0,1,ignored,0,0,0,Explicitly ignored by the simulator
minecraft:end_portal,technical,0.0,1,ignored,0,0,0,Explicitly ignored by the simulator
minecraft:end_portal_frame,utility,2600.0,1,utility,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Imported effective values; preserve until issue 1B retuning
minecraft:end_rod,mineral,50.0,1,mineral,0.8002275156662188269213796079,0.05982092947995018191446587755,0.03040080022751566621882692138,Imported effective values; preserve until issue 1B retuning
minecraft:end_stone,stone,2200.0,1,stone,25.00024516774377028763079699,1.999588118190465916780261055,1.000284394582773533651724510,Imported effective values; preserve until issue 1B retuning
minecraft:end_stone_brick_slab,stone,1300.0,1,stone,12.49963224838434456855380451,1.000284394582773533651724510,0.5001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:end_stone_brick_stairs,stone,1950.0,1,stone,18.75042904355159800335389473,1.500426591874160300477586765,0.7502132959370801502387933824,Imported effective values; preserve until issue 1B retuning
minecraft:end_stone_brick_wall,stone,1300.0,1,stone,12.49963224838434456855380451,1.000284394582773533651724510,0.5001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:end_stone_bricks,stone,2600.0,1,stone,25.00024516774377028763079699,1.999588118190465916780261055,1.000284394582773533651724510,Imported effective values; preserve until issue 1B retuning
minecraft:ender_chest,utility,2210.0,1,utility,25.50038736503515705445665925,2.549744535210991360288709535,1.274872267605495680144354768,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_chiseled_copper,metal,8960.0,1,metal,149.9995096645124594247384060,149.9995096645124594247384060,149.9995096645124594247384060,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_copper,metal,8960.0,1,metal,149.9995096645124594247384060,149.9995096645124594247384060,149.9995096645124594247384060,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_copper_bars,metal,716.8,1,metal,12.00047072206803895225113022,12.00047072206803895225113022,12.00047072206803895225113022,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_copper_bulb,metal,8960.0,1,metal,149.9995096645124594247384060,149.9995096645124594247384060,149.9995096645124594247384060,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_copper_chain,metal,268.8,1,metal,4.500299104647399750909572329,4.500299104647399750909572329,4.500299104647399750909572329,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_copper_chest,metal,8960.0,1,metal,149.9995096645124594247384060,149.9995096645124594247384060,149.9995096645124594247384060,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_copper_door,metal,1680.0,1,metal,28.12466289435231585450765414,28.12466289435231585450765414,28.12466289435231585450765414,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_copper_golem_statue,metal,5376.0,1,metal,90.00009806709750811505231880,90.00009806709750811505231880,90.00009806709750811505231880,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_copper_grate,metal,4480.0,1,metal,74.99975483225622971236920301,74.99975483225622971236920301,74.99975483225622971236920301,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_copper_lantern,metal,448.0,1,metal,7.500171617420639201341557894,7.500171617420639201341557894,7.500171617420639201341557894,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_copper_trapdoor,metal,1680.0,1,metal,28.12466289435231585450765414,28.12466289435231585450765414,28.12466289435231585450765414,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_cut_copper,metal,8960.0,1,metal,149.9995096645124594247384060,149.9995096645124594247384060,149.9995096645124594247384060,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_cut_copper_slab,metal,4480.0,1,metal,74.99975483225622971236920301,74.99975483225622971236920301,74.99975483225622971236920301,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_cut_copper_stairs,metal,6720.0,1,metal,112.4996322483843445685538045,112.4996322483843445685538045,112.4996322483843445685538045,Imported effective values; preserve until issue 1B retuning
minecraft:exposed_lightning_rod,metal,268.8,1,metal,7.500171617420639201341557894,7.500171617420639201341557894,7.500171617420639201341557894,Imported effective values; preserve until issue 1B retuning
minecraft:farmland,soil,1300.0,1,soil,0.3000853183748320600955173530,0.05001421972913867668258622550,0.009806709750811505231879652058,Imported effective values; preserve until issue 1B retuning
minecraft:fern,plant,1.0,1,plant,0,0,0,Imported effective values; preserve until issue 1B retuning
minecraft:fire,technical,0.0,1,ignored,0,0,0,Explicitly ignored by the simulator
minecraft:fire_coral,coral,1500.0,1,coral,5.000441301938786517735434584,0.5001421972913867668258622550,0.2000568789165547067303449020,Imported effective values; preserve until issue 1B retuning
minecraft:fire_coral_block,coral,1500.0,1,coral,5.000441301938786517735434584,0.5001421972913867668258622550,0.2000568789165547067303449020,Imported effective values; preserve until issue 1B retuning
minecraft:fire_coral_fan,coral,15.0,1,coral,0.05001421972913867668258622550,0.004903354875405752615939826029,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:fire_coral_wall_fan,coral,15.0,1,coral,0.05001421972913867668258622550,0.004903354875405752615939826029,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:firefly_bush,plant,1.0,1,plant,0,0,0,Imported effective values; preserve until issue 1B retuning
minecraft:fletching_table,wood_utility,700.0,1,wood_utility,35.00014710064626217257847819,19.99980386580498376989536241,12.00047072206803895225113022,Imported effective values; preserve until issue 1B retuning
minecraft:flower_pot,utility,52.0,1,utility,0.6001706367496641201910347059,0.05982092947995018191446587755,0.03040080022751566621882692138,Imported effective values; preserve until issue 1B retuning
minecraft:flowering_azalea,plant,1.0,1,plant,0,0,0,Imported effective values; preserve until issue 1B retuning
minecraft:flowering_azalea_leaves,plant,80.0,1,plant,0.1000284394582773533651724510,0.05001421972913867668258622550,0.05001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:frogspawn,plant,1.0,1,plant,0,0,0,Imported effective values; preserve until issue 1B retuning
minecraft:frosted_ice,technical,0.0,1,ignored,0,0,0,Explicitly ignored by the simulator
minecraft:furnace,utility,2600.0,1,utility,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Imported effective values; preserve until issue 1B retuning
minecraft:gilded_blackstone,ore,2900.0,1,ore,12.00047072206803895225113022,1.000284394582773533651724510,0.5001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:glass,glass,2500.0,1,glass,50.00049033548754057526159398,1.000284394582773533651724510,0.5001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:glass_pane,glass,312.5,1,glass,6.249816124192172284276902257,0.1245452138353061164448715811,0.06276294240519363348402977317,Imported effective values; preserve until issue 1B retuning
minecraft:glow_lichen,plant,1.0,1,plant,0,0,0,Imported effective values; preserve until issue 1B retuning
minecraft:glowstone,mineral,2200.0,1,mineral,39.99960773160996753979072481,2.999872512773239450431985565,1.500426591874160300477586765,Imported effective values; preserve until issue 1B retuning
minecraft:gold_block,metal,19300.0,1,metal,29.99970579870747565484304361,19.99980386580498376989536241,19.99980386580498376989536241,Imported effective values; preserve until issue 1B retuning
minecraft:gold_ore,ore,2900.0,1,ore,39.99960773160996753979072481,4.000156907356012984083710074,1.999588118190465916780261055,Imported effective values; preserve until issue 1B retuning
minecraft:golden_dandelion,plant,1.0,1,plant,0,0,0,Imported effective values; preserve until issue 1B retuning
minecraft:granite,stone,2700.0,1,stone,50.00049033548754057526159398,5.000441301938786517735434584,2.499730315481852683606123310,Imported effective values; preserve until issue 1B retuning
minecraft:granite_slab,stone,1350.0,1,stone,25.00024516774377028763079699,2.499730315481852683606123310,1.250355493228466917064655637,Imported effective values; preserve until issue 1B retuning
minecraft:granite_stairs,stone,2025.0,1,stone,37.49987741612811485618460150,3.750085808710319600670778947,1.875042904355159800335389473,Imported effective values; preserve until issue 1B retuning
minecraft:granite_wall,stone,1350.0,1,stone,25.00024516774377028763079699,2.499730315481852683606123310,1.250355493228466917064655637,Imported effective values; preserve until issue 1B retuning
minecraft:grass_block,soil,1400.0,1,soil,0.5001421972913867668258622550,0.1500426591874160300477586765,0.05001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:gravel,granular,1680.0,1,granular,0.5001421972913867668258622550,0.0009806709750811505231879652058,0,Imported effective values; preserve until issue 1B retuning
minecraft:gray_banner,soft,5.0,1,soft,0.009806709750811505231879652058,0.001961341950162301046375930412,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:gray_bed,soft,175.0,1,soft,0.1745594335644447931274578066,0.03530415510292141883476674741,0.03530415510292141883476674741,Imported effective values; preserve until issue 1B retuning
minecraft:gray_candle,organic,4.8,1,organic,0.004903354875405752615939826029,0.001961341950162301046375930412,0.0009806709750811505231879652058,Imported effective values; preserve until issue 1B retuning
minecraft:gray_candle_cake,organic,320.0,1,organic,0.4001137578331094134606898040,0.1196418589599003638289317551,0.04020750997832717145070657344,Imported effective values; preserve until issue 1B retuning
minecraft:gray_carpet,soft,15.6,1,soft,0.03138147120259681674201488659,0.005884025850486903139127791235,0.005884025850486903139127791235,Imported effective values; preserve until issue 1B retuning
minecraft:gray_concrete,stone_like,2400.0,1,stone_like,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Imported effective values; preserve until issue 1B retuning
minecraft:gray_concrete_powder,granular,1600.0,1,granular,0.5001421972913867668258622550,0.0009806709750811505231879652058,0,Imported effective values; preserve until issue 1B retuning
minecraft:gray_glazed_terracotta,ceramic,2000.0,1,ceramic,15.00034323484127840268311579,1.000284394582773533651724510,0.5001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:gray_shulker_box,container,340.0,1,container,4.250228006001706367496641202,1.700483470790715007207931667,0.8502417353953575036039658334,Imported effective values; preserve until issue 1B retuning
minecraft:gray_stained_glass,glass,2500.0,1,glass,50.00049033548754057526159398,1.000284394582773533651724510,0.5001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:gray_stained_glass_pane,glass,312.5,1,glass,6.249816124192172284276902257,0.1245452138353061164448715811,0.06276294240519363348402977317,Imported effective values; preserve until issue 1B retuning
minecraft:gray_terracotta,ceramic,2000.0,1,ceramic,15.00034323484127840268311579,1.000284394582773533651724510,0.5001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:gray_wall_banner,soft,5.0,1,soft,0.009806709750811505231879652058,0.001961341950162301046375930412,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:gray_wool,soft,250.0,1,soft,0.5001421972913867668258622550,0.1000284394582773533651724510,0.1000284394582773533651724510,Imported effective values; preserve until issue 1B retuning
minecraft:gray_wool_slab,soft,125.0,1,soft,0.2500710986456933834129311275,0.05001421972913867668258622550,0.05001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:gray_wool_stairs,soft,187.5,1,soft,0.3746163124809994998578027086,0.07453099410616743976228535564,0.07453099410616743976228535564,Imported effective values; preserve until issue 1B retuning
minecraft:green_banner,soft,5.0,1,soft,0.009806709750811505231879652058,0.001961341950162301046375930412,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:green_bed,soft,175.0,1,soft,0.1745594335644447931274578066,0.03530415510292141883476674741,0.03530415510292141883476674741,Imported effective values; preserve until issue 1B retuning
minecraft:green_candle,organic,4.8,1,organic,0.004903354875405752615939826029,0.001961341950162301046375930412,0.0009806709750811505231879652058,Imported effective values; preserve until issue 1B retuning
minecraft:green_candle_cake,organic,320.0,1,organic,0.4001137578331094134606898040,0.1196418589599003638289317551,0.04020750997832717145070657344,Imported effective values; preserve until issue 1B retuning
minecraft:green_carpet,soft,15.6,1,soft,0.03138147120259681674201488659,0.005884025850486903139127791235,0.005884025850486903139127791235,Imported effective values; preserve until issue 1B retuning
minecraft:green_concrete,stone_like,2400.0,1,stone_like,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Imported effective values; preserve until issue 1B retuning
minecraft:green_concrete_powder,granular,1600.0,1,granular,0.5001421972913867668258622550,0.0009806709750811505231879652058,0,Imported effective values; preserve until issue 1B retuning
minecraft:green_glazed_terracotta,ceramic,2000.0,1,ceramic,15.00034323484127840268311579,1.000284394582773533651724510,0.5001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:green_shulker_box,container,340.0,1,container,4.250228006001706367496641202,1.700483470790715007207931667,0.8502417353953575036039658334,Imported effective values; preserve until issue 1B retuning
minecraft:green_stained_glass,glass,2500.0,1,glass,50.00049033548754057526159398,1.000284394582773533651724510,0.5001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:green_stained_glass_pane,glass,312.5,1,glass,6.249816124192172284276902257,0.1245452138353061164448715811,0.06276294240519363348402977317,Imported effective values; preserve until issue 1B retuning
minecraft:green_terracotta,ceramic,2000.0,1,ceramic,15.00034323484127840268311579,1.000284394582773533651724510,0.5001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:green_wall_banner,soft,5.0,1,soft,0.009806709750811505231879652058,0.001961341950162301046375930412,0.001961341950162301046375930412,Imported effective values; preserve until issue 1B retuning
minecraft:green_wool,soft,250.0,1,soft,0.5001421972913867668258622550,0.1000284394582773533651724510,0.1000284394582773533651724510,Imported effective values; preserve until issue 1B retuning
minecraft:green_wool_slab,soft,125.0,1,soft,0.2500710986456933834129311275,0.05001421972913867668258622550,0.05001421972913867668258622550,Imported effective values; preserve until issue 1B retuning
minecraft:green_wool_stairs,soft,187.5,1,soft,0.3746163124809994998578027086,0.07453099410616743976228535564,0.07453099410616743976228535564,Imported effective values; preserve until issue 1B retuning
minecraft:grindstone,utility,2600.0,1,utility,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Imported effective values; preserve until issue 1B retuning
minecraft:hanging_roots,plant,1.0,1,plant,0,0,0,Imported effective values; preserve until issue 1B retuning
minecraft:hay_block,organic,240.0,1,organic,1.000284394582773533651724510,0.3000853183748320600955173530,0.1000284394582773533651724510,Imported effective values; preserve until issue 1B retuning
minecraft:heavy_core,metal,15000.0,1,metal,29.99970579870747565484304361,19.99980386580498376989536241,19.99980386580498376989536241,Imported effective values; preserve until issue 1B retuning
minecraft:heavy_weighted_pressure_plate,metal,579.0,1,metal,0.9002559551244961802865520589,0.6001706367496641201910347059,0.6001706367496641201910347059,Imported effective values; preserve until issue 1B retuning
minecraft:honey_block,organic,1420.0,1,organic,1.000284394582773533651724510,0.3000853183748320600955173530,0.1000284394582773533651724510,Imported effective values; preserve until issue 1B retuning
minecraft:honeycomb_block,organic,900.0,1,organic,1.000284394582773533651724510,0.3000853183748320600955173530,0.1000284394582773533651724510,Imported effective values; preserve until issue 1B retuning
minecraft:hopper,utility,1040.0,1,utility,12.00047072206803895225113022,1.200341273499328240382069412,0.6001706367496641201910347059,Imported effective values; preserve until issue 1B retuning
